SMILES,score
CCCc1nccn1C(C)CCCNc1cc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1OC(F)(F)F,11.39
Cc1cccc(CNC2CCC(Nc3c(F)ccc(C(C)n4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)c3F)CC2)c1O,9.11
CC(C)(C)OC(=O)N(c1cc(Cl)cc(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1)C1C2CC1C2N,15.16
COCCCN1CCC(CNc2cc(Br)ccc2Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)C(C)C1,14.47
CC(Nc1cccc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1)C(C)N1CC(O)CCC1C,10.22
CC(C)Sc1cccc(NC2CC(NC(=O)NC3CC3)C2(C)C)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.02
OCCC1(Nc2ccc(Br)cc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CCC1,10.35
CC(c1cc(NCC2CN(CCc3cccnc3)C2)ncc1Br)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.01
COc1cc(NCC(CO)C2=COCCC2)cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,10.71
CC1CN(Cc2ccccc2)CC1Nc1ccc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1NC(=O)OC(C)(C)C,10.84
COc1nc(NCC(CCO)c2ccnc3ccccc23)ccc1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.79
CC(=Cc1ccccc1)[C@]1(CNc2cccc(Cl)c2Cn2nnnc2[C@H](CO)N2CCc3cccc(Cl)c3C2)C[C@@H](O)C1,9.65
COc1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1NCC(C)(CO)c1ccc(F)c(C)c1,12.59
CC(C)(C)OC(=O)Nc1cc(NC2CCNC3(CCC3)C2)ccc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.61
CN(CC1CC(Nc2nc(Cl)c(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2F)C1)c1ccncc1,12.91
CCc1csc(NC2CCC(Nc3ccc(Cn4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)c(Cl)c3)CC2)n1,6.37
CCc1ccccc1C(CCO)C(C)(C)Nc1ccccc1CNC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.57
CN(C)C1CCCC(Nc2ccc(Br)c(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)CC1,8.52
CN(CCN1CCC(N)CC1)c1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1NC(=O)OC(C)(C)C,7.99
COc1cc(N2CCC(CN)n3nc(CCN)nc32)cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,10.72
CC(C)(N)CN(c1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cn1)C1CC(O)C1(C)C,12.16
CCN(C(=O)N1CCC2(CN)CCCC12)c1ccc(CNC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,10.73
Cc1nn(C)c(NCC2(c3cccc(Cl)c3)CC2CO)c1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.48
COC(=O)C(Nc1nc(Cl)cc(C)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)C1CCCNC1,10.61
Cc1ccc(S(=O)(=O)C(c2cccc(Cl)c2NC2CCN(Cc3ncc(C)o3)C2)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,11.23
CC(c1ccc(F)c(NCC2(C(C)(O)CC3CC3)CC2)c1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,12.44
CC1CC(Nc2c(Cl)cccc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CN1Cc1cccnc1,7.05
COCC(Nc1ccc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1Cl)C(=O)N1CCCC1CCCO,8.84
COc1nc(NCC(CCO)c2ccnc3ccccc23)ccc1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.79
CCC1(C(=O)N(CC2CC(N)C2)c2cccc(CCNC(=O)Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)CCCC1,6.54
CC#CCCC1(CNc2cc(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cnc2Cl)CCCC1O,9.6
Cc1ccc(NC2CC(O)C2)c(Nc2ccc(Br)c(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)c1,10.39
NCCC1CS(=O)(=O)CCN1c1cncc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,10.13
OCC(c1nnnn1-c1cc(NC2(c3cnc[nH]3)CCC(O)CC2)ccn1)N1CCc2cccc(Cl)c2C1,10.52
Cc1ccc(N(c2ccc(C)cc2Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)C(CN)CO)cc1,11.31
CN(Cc1ncon1)C1CCC(Nc2ccnc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)n2)CC1,12.89
COc1ccc(NC2CCC(O)(Cc3nccn3C)CC2)cc1NC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.06
CCCN(C(C)C)C1CCC(Nc2cccc(C(C)n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2Cl)(C(=O)O)C1,11.81
O=C(NC1CCC(Nc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccc2OC(F)(F)F)CC1)OCCO,12.21
NC1CC(N(CC2CC(F)(F)C2)c2ccc(Br)cc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)C1,10.29
CCC(CNc1ccc2c(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c[nH]c2c1)C1(O)CC(C)N(C)C1,9.1
Cc1ccc(C)c(CN2CCC(CNc3ccc(C(F)(F)F)cc3-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)CC2)c1,11.19
CCOCCN1CCC(CNc2cc(C(C)n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc(Cl)n2)CC1,13.01
C#CCON1CCC(Nc2c(F)ccc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2F)C(C)C1C,7.99
CCC(C)(C)N(C)CCC1(Nc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccc2F)CCC1,9.81
CC(Nc1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1C(F)(F)F)C(=O)N1CCC(O)(CO)C1,11.78
O=C(Cc1cccnc1)N1CCC(CNc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccc2Br)CC1,9.11
CC(C)c1cncn1C1CC(Nc2cccc(N3CCN(C(=O)Cn4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)CC3)c2)C1,8.41
Cc1[nH]nc(C(=O)N(c2ccccc2C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)C(C)CCCO)c1N,15.27
COc1cc(NCC(C)C(O)c2cocc2C)cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,12.67
COC(=O)C(C)(c1ccc(N(C(=O)c2cc(C)on2)C2CCC(N)CC2)cc1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,2.2
COCCN(C)C1CCC(Nc2cccc(C(F)(F)F)c2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CC1,8.16
COc1ccc(NC2CCN(c3cn(C)nc3C)C2=O)cc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.22
CCn1ccnc1N(CCCN)c1ccc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(OC)n1,6.62
CC(CCO)CNC(=O)c1cc(Nc2ccc(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2)n[nH]1,12.69
CC(c1cc(NCCC2CCCN(Cc3ncon3)C2)ccc1NC(=O)OC(C)(C)C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,9.95
CC(CNc1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1F)C(C)N1CC=CC1,13.4
COC1CCCCC1(O)CCNc1c(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(C(F)(F)F)nn1C,9.04
CCC(Nc1c(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(C)nn1C)C1(CCO)CCCCC1,9.45
CCC(CC(O)c1ccc(C)cc1)Nc1ccc(F)c(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1F,12.89
CC(C)Sc1cccc(N(CCCN)C(C)Cc2ccco2)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.28
CCN(c1cc(Br)ccc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)C(CN)CO,12.51
CC(C)=CCN[C@H]1CC[C@@H](Nc2cc([C@@H](C)n3nnnc3[C@@H](CO)N3CCc4cccc(Cl)c4C3)cc3c2OCCCO3)C1,8.84
Cc1ccc(S(=O)(=O)C(c2c(Cl)cccc2NCC2CN(C(=O)c3cn[nH]c3C)C2)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,11.64
CC(c1cccc(Cl)c1)N(CCCCN)c1cccc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,5.62
CC(c1cc(F)cc(NCCC(O)C2CCC3CC2C3(C)C)c1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,13.81
CC1C(Nc2ncc(Br)cc2C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CCCN1C1CCOCC1,10.4
NCCCCNC(=O)Cc1ccc(Nc2ccc(NC(=O)Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(C(F)(F)F)c2)cc1,5.5
CCN1CCCC(N(C(=O)C(C)(N)CC)c2ccc3cccnc3c2C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)C1,9.5
COc1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(NCC2CCN(C3CCCOC3)C2)c1OC,11.81
O=C(CC1CCCC1)NCC1CC(Nc2cncc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)C1,11.39
CCN(CCC(C)Nc1ncc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1C)C1CCCCC1,9.9
OCC(c1nnnn1-c1ccc(Cl)c(NC2(CO)CCN3CCCC3C2)c1)N1CCc2cccc(Cl)c2C1,9.43
CC(CN(C)C1CCCCC1)C(C)Nc1c(F)ccc(F)c1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.97
CC(C)CC1(Nc2ccc(C(F)(F)F)cc2CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CC(O)C1,8.61
Cc1ccc(NCC(Nc2c(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(C)nn2C)C(C)O)nn1,11.67
Cc1cc(=O)[nH]c(N2CCC(CNc3ccc(C(C)n4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)cn3)CC2)n1,8.61
Cc1cccnc1CN1CCCC(Nc2ccc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(F)c2)C1,8.91
CC(N)C(=O)N1CCC(CNc2ccc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(Br)c2)C1,11.73
CC(c1cn(C)c2cc(NC3CCCN(C4COC4)C3)ccc12)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,5.04
Cc1ccc(O)c(C(O)CCNc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc(Cl)n2)c1,10.18
OCCC(CNc1ccccc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)c1cccc(C(F)F)c1,10.6
COc1ccc(F)c(N2CCCC(Nc3cc(-n4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)cc(C(F)(F)F)c3)C2)c1,11.01
Cc1ccc(CC(=O)NCC2CC(Nc3ccc(NC(=O)Cn4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)c(C(F)(F)F)c3)C2)cc1,9.41
N#Cc1ccc(NCCN2CC3CCC(N)C3C2)c(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,6.59
CC(O)C(C)C(C)Nc1ncc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)s1,9.88
COc1c(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cccc1NCC1(CCO)CC(C)(C)Oc2ccccc21,10.3
COCC(=O)NC1CC(CNc2cc(C(C)n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccc2F)C1,8.95
Cc1nc(CN2CCCC(Nc3ncc(Br)cc3Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)C2)co1,9.33
O=C(Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)NCc1cccc(NCCC2CCCN(C(=O)Cn3cncn3)C2)c1,10.29
Cc1ccc(C(CO)CNc2cnccc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(F)c1,13.4
CCC(Nc1c(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(C)nn1C)C1(CCO)CCCCC1,9.45
Cc1nccc(C(O)C(C)(C)CNc2ccc(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)s2)n1,9.56
CC(C)(C)CC(CCO)Nc1ccc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1C(F)(F)F,12.16
CC1CC(C)C(Nc2cccc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)CN1,10.83
CCNCC1(C)COCC1Nc1cccc(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,11.83
CC1(C)CCC2(C1)CC2(CO)CNc1[nH]c(-c2ccc(F)cc2)cc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.16
Cc1nn(C)c(NC(C)(C)CCCN2CCN(C3CC3)CC2)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,12.37
OCC(c1nnnn1CCc1ccc(Nc2nnc(N3CCCC(O)CC3)o2)cc1C(F)(F)F)N1CCc2cccc(Cl)c2C1,8.13
CCc1ccc(N(C)CCCCNc2ccc(NC(=O)OC(C)(C)C)cc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,7.6
COc1c(NC2(c3ccc(F)c(C#N)c3)CCC(O)CC2)cccc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.6
CCC1(C)CC(CCO)(CNc2cc(Cl)c(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cn2)CCO1,12.09
OCC(c1nnnn1CCc1ccc(NC2CC(NCCCC(F)(F)F)C2)cc1)N1CCc2cccc(Cl)c2C1,12.69
Cc1ccc(S(=O)(=O)C(c2cccc(NCC34CCCCC3NCC4)c2)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,9.98
CC(Nc1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1F)C1CCN(CC2CCC2)C1,11.94
OCC(c1nnnn1-c1ccccc1NCCCNc1ccc(O)cc1)N1CCc2cccc(Cl)c2C1,6.57
COc1cc(OC)c(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1NCC(CO)c1cccc(C(C)C)c1,14.56
CC(O)C(C)C1(CNc2[nH]c(-c3ccc(F)cc3)cc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CCCC1,8.7
CC(c1cc(Br)ccc1NC1CC(N2CCC2(C)C)C1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,11.86
Cc1nccnc1N1CCCC(CCNc2ccc(NC(=O)OC(C)(C)C)c(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)C1,10.06
Cc1ccc(NC2CCCC2CCN(C)C)c(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,11.06
Cc1nn(C)c(NCC2CCN(Cc3ccsc3C)C2)c1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.63
CCCC1CCC(O)C(CNc2ccc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)o2)C1,13.65
COc1cc(NCC2(CCNC3CCCC3)CCC2)ccc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.42
CC(C)(C)OC(=O)Nc1cc(N2CCC(N)CC23CCC3)ccc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.75
CC(C)C(CNc1ccc(Br)c(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1)C(O)C1CC1,11.72
CC(C)(C)OC(=O)N(CC(O)CCN)c1ccc(Br)cc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,6.44
CC(C)(CO)C(Nc1cccc(F)c1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)c1ccncn1,13.48
COc1ccc(N(CCN)C2CCCN(C)C2)cc1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.15
CCCCN(C)C1CCCC1CNc1c(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(C(F)(F)F)nn1C,11.92
COc1cccc(NCCCC2CCCN2C(C)=O)c1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.06
CC(CCCO)N(C(=O)c1ccc(CN)o1)c1cc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc(Cl)n1,9.34
OCCC(Nc1ccc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1C(F)(F)F)c1nnc2ccncn12,8.71
CCn1cnc(NC2CCC(O)(c3ccsc3)CC2)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,12.17
O=C(C=CCNc1ccc(Br)cc1-n1nnnc1[C@H](CO)N1CCc2cccc(Cl)c2C1)N1CCC(O)CC1,9.69
Cc1ccnc(NC2CCC(Nc3ccc(CCn4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)s3)C2)n1,8.93
CCC(CCN)CN(c1cccc(OC)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)c1ncccc1OC,8.75
CC(C)(CO)C(Nc1cc(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1F)c1cscn1,11.02
CCC(Nc1cccc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1F)C1(CCO)CCCC(C)(C)C1,10.03
CC(C)(F)C(O)CCNc1ncc(Br)cc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.18
OCC(c1nnnn1-c1ccc(NCCC(O)C2CCCOC2)nc1)N1CCc2cccc(Cl)c2C1,12.86
CC(N)CC(C)N(C(=O)C1CCC1)c1cncc(Cl)c1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,12.07
CCCC1CC(CCO)(Nc2ccc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cn2)CCO1,6.78
CCC1COCCN1CCCC(C)(C#N)Nc1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1C(F)(F)F,12.24
C[C@@H](c1c(Cl)cncc1NC(=NO)[C@H](C)CN1CCC[C@@H]1CCCO)n1nnnc1[C@H](CO)N1CCc2cccc(Cl)c2C1,9.64
CN(C(=O)NC1CC(N)C1(C)C)c1ncnc2[nH]cc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c12,7.75
Cc1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(NCCCN(CC2CCCC2)C2CC2)cc1F,9.64
Cc1cccnc1CNC1CC(Nc2cnccc2CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)C1,10.65
CC(CCO)N(c1ccc(N)cn1)c1ncnc(Cl)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,9.22
CC(c1cc(Nc2cncnc2NCCCO)ncc1Br)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.85
C#CCC(=O)N1CC(C)C(C)(CNc2ccc(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2NC(=O)OC(C)(C)C)C1,10.14
Cc1ccc(S(=O)(=O)C(c2ccc(NC(C)(C)CCN3CCC4CCCC43)cc2)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,6.32
COc1ccc(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1NCC1(C2(O)CC(C)N(C)C2)CCC1,11.9
CC(c1ccc(OC(F)(F)F)c(NCCC(O)C(C)(C)C)c1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,11.94
CCC(CNCCNC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)C1(O)COCCOC1,9.66
COC1(CNc2cc(Br)ccc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CCN(C(C)C)CC1,10.19
CC(CNc1cccc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)n1)CN1C2CCC1CC2,7.54
CC(C)(CNc1ccc(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)nc1)CN1CCCCCC1,10.52
CC(CNc1ncc(C(F)(F)F)cc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)CNC1CCC1,10.91
Cc1cccc(NCC(C)C(O)c2cccs2)c1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,12.85
O=C(c1cccs1)N1CCC(CNc2nc3ccccc3cc2Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)C1,12.72
CC(c1c[nH]c2ncnc(N(c3ccc4c(c3)OCO4)C3CCC(N)CC3)c12)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.53
CC1CCN(c2ccnc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)n2)C(c2cncnc2)C1N,11.8
CS(=O)(=O)CCCCN1CCC1CNc1cnccc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,11.49
COc1nc(N2CC3(CC3N)c3c(F)ccc(F)c32)ccc1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.24
CCC(CNc1cc(N)ccc1NC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)C(C)(O)c1ccccc1,11.81
CCN(CCCNc1ncccc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)CC1CC1,9.65
CC(O)C(C)(CNc1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1Br)C1CC1,10.44
CC(c1cnc(NCC2CCN(c3cccc(F)c3)C2)s1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.1
Cc1ccc(CN(c2c(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(C)nn2C)C2CCC(N)CC2)o1,8.74
CC(C)(C)N(C(=O)NC12CC(N)(C1)C2)c1ccc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,7.06
CC1(Nc2cccc(F)c2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CCC(NC(=O)C2CC2)CC1,10.06
CC1CC(CNc2cc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc3c2OCCCO3)(C(O)c2ccco2)C1,10.76
CCC(CCO)CNc1ccc(Nc2ccc(C(C)n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2)cn1,8.21
NC1CC(c2ccc(C(=O)O)cc2)CN(c2cc(Br)ccc2Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)C1,9.71
CC(=O)N1CC(Nc2ccc(Br)c(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)C2(CC2)C1,10.83
C[C@@H]1CCN(CC=CCl)C[C@@H]1Nc1ccc(OC(F)F)c(Cn2nnnc2[C@H](CO)N2CCc3cccc(Cl)c3C2)c1,13.28
CC1CC(c2cccc(C=O)c2)NCC1Nc1cc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc(Cl)n1,10.87
CC(O)C(C)C1(CNc2[nH]c(-c3ccc(F)cc3)cc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CCCC1,8.7
CC(C)(CO)CN(c1ncc(N)cn1)c1ccccc1CNC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.4
Cc1cccc(C(O)CCNc2cc(F)ccc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1C,9.07
Cn1cnc(NCC(CCO)c2cccc3ccccc23)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.57
COc1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(NCC2CNCC(C3CCOCC3)C2)c1OC,10.16
Cc1ccncc1C1(O)CCC(Nc2cccc(C(C)n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)CC1,9.82
OCC(c1nnnn1-c1ccncc1NCCC(O)Cc1ccc(O)cc1)N1CCc2cccc(Cl)c2C1,12.27
CC(C)C(N)C(C)(C)CNc1ncnc(Cl)c1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,12.87
CCC(CCN)CN(c1nccc(C)n1)c1ncnc2[nH]cc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c12,7.12
CCOC(=O)/C(=C(\N)C(Cl)(Cl)NC1CCC(NC(=O)C2(N)CCCC2)CC1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.03
NC(CCO)c1n[nH]c(Nc2c(Cl)nc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(Cl)c2Cl)n1,7.98
Cc1ccc(S(=O)(=O)C(c2ccccc2NCC(C)Cn2ccc(=O)c(C)c2)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,8.48
CCc1ccc(C(C)(CCO)Nc2ccc(OC(F)F)c(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)cc1,11.67
Cc1cc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cnc1NC(CO)(CN1CCCCC1)C1CC1,9.13
CCCN1CCC(O)(CCNc2cc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccc2C(=O)OC)CC1,12.07
CCCN1CCC2(CCCC2Nc2ccc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2)C1,10.13
COc1ccc(C2(O)CCC(Nc3cc(C(C)n4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)ccc3OC(F)F)CC2)cc1,12.99
CC(CCO)N(c1ccc(N)cn1)c1ncnc(Cl)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,9.22
Cc1cnccc1C(Nc1ccc(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(C(F)(F)F)c1)C(C)(C)CO,10.56
CCCOC1(CNc2ccc(F)c(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2F)CCN(C)CC1,8.63
OCC(c1nnnn1-c1cc(NC2(c3cnc[nH]3)CCC(O)CC2)ccn1)N1CCc2cccc(Cl)c2C1,10.52
OCC(CNc1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1C(F)(F)F)c1nccn2nccc12,4.55
