SMILES,score
CC(C)C1CCC(O)(C(C)CNc2c(F)ccc(F)c2Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CC1,8.02
CC(c1ccc(N2CC(N)C(c3cccnc3)C2)c(C(F)(F)F)c1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,13.64
NCC(c1cccnc1)N(CCCO)c1ccc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,10.74
Cc1noc(N(c2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccc2C(F)(F)F)C(C)CCN)n1,10.43
O=c1cc(Nc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)nc(Cl)n2)nc2n1CCCN2,7.85
Cc1ccc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(N(CC(F)F)C2CCCCC2CN)n1,15.79
OCC(c1nnnn1CCc1ccc(Br)c(NC2(C3(O)CN4CCC3CC4)CC(F)(F)C2)c1)N1CCc2cccc(Cl)c2C1,12.09
CC(CNC1(C)CCCCC1)C(C)Nc1cc(Br)cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,9.16
O=C(Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1NC1(CCO)CCCOCC1,8.24
COc1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1NC1CCC(Nc2ccnc(C#N)c2)CC1,10.79
CCC(C)(CNc1cc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc2c1OCCCO2)C(C)(O)CC1CC1,7.78
CC(c1cccnc1NCC1CCN(c2ccncc2)CC1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.59
Cc1nc(NC(CCO)CCF)ccc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,9.13
CCN(c1cc(Br)ccc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)C(CN)CO,12.51
CN(CC1OCCC1Nc1cc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc2c1OCO2)C1CCC1,16.38
Cc1ccc(CC(O)CCNc2ccc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2F)cc1C,14.39
Cc1cc(NC2CC3CC2N(C(=O)OC(C)(C)C)C3)ccc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.44
Cc1ccc(S(=O)(=O)C(c2ccc(F)cc2NCC2(O)CCCN(C(C)C)CC2)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,13.75
O=C(Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)NCCNCC(CO)c1ccsc1,11.67
COC(C)(C)C(C)(O)C(C)CNc1cc(Br)cc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,10.65
COc1cc(N2CCC(CNc3cc(Cn4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)ccc3OC(F)F)C2)ccn1,13.65
CN1CCC(CNc2ccc(Nc3cccc(Br)c3CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)nc2)CC1,12.21
COc1c(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cccc1NCC1CN(C)CCN1S(C)=O,7.54
CC(c1cc2nc(NC3CCC(N4CCN(C)C(=O)C4)CC3)ccc2s1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.86
COCC(C)N1CCC(Nc2cc(C(C)n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccc2C(F)(F)F)CC1C,10.66
OCCC(CNc1ccccc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)c1cccc(C(F)F)c1,10.6
Cn1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c2ccc(NCCC3CCCN(c4ncns4)C3)cc21,6.96
CC1CN(C(=O)c2ccco2)CC1Nc1cnc(Br)c(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,10.68
Cc1noc(NC(C)CCNc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccc2C(F)(F)F)n1,8.66
CS(=O)(=O)CCC1(Nc2cccc(N3CCN(C(=O)Cn4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)CC3)c2)CCC(O)CC1,9.59
Cc1nc(NCCC(O)c2cccc3ccnn23)ccc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.73
CC(CCN1CC2(CC2)C1)Nc1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(Br)c1,10.64
CN1CCC(N(c2ccc(N)nn2)c2c(Cl)nc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(Cl)c2Cl)C1,9.95
C=C(CC)CN1CCC(C(C)Nc2ccc(F)cc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)C1,8.12
CC(C)N(C(=O)NC1CC1N)c1cccc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,6.56
CCC1C(c2ccc(OC)cc2)CC(N)CN1c1ccc(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1C(F)(F)F,10.15
COc1ccc(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1Nc1ncn(CC(C)(O)CO)n1,10.79
Cc1ccc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(NCC(C)(C)C(N)C(C)C)c1,10.24
CCN(C)CCC(C)(C)Nc1ccccc1CNC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,9.05
Cc1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cnc1NCC(C)C(C)(O)C1CCC1,7.96
Cc1cccc(SC2(CNc3cnccc3Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)CC(O)C2)c1,11.04
CCN1CCCC(Nc2ccnc(Nc3cc(Cl)ccc3C(n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)S(=O)(=O)c3ccc(C)cc3)n2)C1,11.85
OCCOC1(CNc2ncccc2Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CCN(C2CC2)CC1,9.03
CC(C)(CSC1CNCC1O)Nc1ccc(Cl)c(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,12.59
CC(O)(CO)CNc1cc(Nc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(F)cc2Br)ncn1,9.86
COc1c(Br)cc(NC2CCC(NC(=O)OC(C)C)C2)cc1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.59
Cc1cc(NCC(C)CCO)cc(Nc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc3c2OCCCO3)c1,9.8
CC(C)=CCN1CC[C@H](Nc2ccc(F)c(Cn3nnnc3[C@@H](CO)N3CCc4cccc(Cl)c4C3)c2)C1,10.17
CN(CCC(CO)Nc1c(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(C(F)(F)F)nn1C)C1CCS(=O)(=O)C1,9.83
COc1ccc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1N(CC1(CN)CCCCC1)C1CC1,11.35
CC(c1ccc(Br)cc1NCCCC1(O)CCC1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,11.4
Cc1ccc(C(CCO)C(C)(C)Nc2ccc(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2)cc1C,7.68
Cc1cccc(F)c1C1(Nc2ccnc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)CCC(O)CC1,13.35
CC(CCCNc1cc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cnc1Cl)N1CCOC(C)(C)C1,11.04
CC(CCNc1cccc(CNC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1)C(=O)NCC1CC(O)C1,9.0
COc1ccc(NC2CCCN(Cc3ncno3)C2C)cc1NC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.82
COC(=O)C(CC(C)(C)CO)Nc1ccc(I)c(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,11.17
CC(C)N(c1cnc(F)c(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1)S(=O)(=O)N1CCCC(N)C1,8.63
CC(c1ccc(Cl)c(N2CCCC(N)(C3(O)CCSCC3)C2)c1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,14.64
NC1CCNCC1C1CCCN(c2cccc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)C1,8.5
CC(C)(CO)CNc1ncc(Nc2ccccc2CNC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cn1,9.06
CCC(C)NCC1(CNc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc(Cl)c2Cl)CCCCC1,8.63
CCCOc1ccc(N2CCCC(Nc3cc(F)cc(Cn4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)c3)C2)cc1,14.09
CC1(O)CCC(Nc2ccnc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)CC1,9.16
CCn1nc(C)cc1CC(CO)CNc1cncc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,12.16
CCCC(CCO)Nc1ccnc(OC)c1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,5.53
CCOc1cc(N2CCCC(O)C2)ccc1Nc1ccc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(OC)c1,7.97
COc1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(Nc2cc(C(=O)N3CCCC(O)C3)cc(C)n2)c1OC,8.11
CC1C(Nc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc(Cl)c2Cl)CCN1Cc1cn[nH]c1,6.18
COc1nc(NC(c2cncs2)C(C)(C)CO)ccc1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.35
COc1c(Br)cc(NC(=NO)c2ncccc2N2CC[C@@H](CO)C2)cc1-n1nnnc1[C@H](CO)N1CCc2cccc(Cl)c2C1,9.52
CC(CNc1c(Cl)cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1Cl)C(O)C1CCCCC1,13.7
CC(CNc1cc(Cl)cc(Cl)c1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)C(O)c1cccnc1N,5.88
Cc1cccnc1N(CC(N)C(C)O)c1ncc(C(F)(F)F)cc1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,14.16
CC#CCN1CCC(Nc2c(F)ccc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2F)C1,11.01
Cc1nc(NC(CCO)CCF)ccc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,9.13
COc1ccc(C(CCO)Nc2cccc(SC(C)C)c2Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1F,12.73
COc1cc(Nc2csc(N3CCC(O)C3)n2)cc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1OC,13.41
CC(C)N(CC1(C)COCC1N)c1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(Cl)nn1,9.79
OCC(c1nnnn1Cc1cc(Cl)cc(NC2(CC(O)CF)CC=CCC2)c1)N1CCc2cccc(Cl)c2C1,12.39
CCCC1(Nc2c(Cl)cccc2CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CC(C)N(C)C1,10.97
Cc1ccc(C2CC2(CO)CNc2nccc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)n2)o1,12.35
CC(c1cc(NC(CC(C)(C)C)C2(O)CNC2)cnc1F)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.77
COc1cccc(NC2CCC(NCc3ccnn3C)C2)c1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,11.85
COc1cccc(NC2CCC(NCc3ccnn3C)C2)c1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,12.24
Cc1cc(NC(C)(C#N)CCCN(C)C(C)C2CC2)nc(Cl)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.81
CS(=O)(=O)CC(=O)N(CC1CC(N)C1)c1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(Cl)c1,6.58
Cc1nc(NCCCNc2ccc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(Br)c2)cn1C,7.94
Cc1cncc(C(O)CC(C)(C)Nc2cc(OC(F)(F)F)ccc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,9.44
CCCC1NCC(Nc2sc(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2Br)CC1c1cccs1,12.91
CCC(Nc1ccc(NC(=O)OC(C)(C)C)cc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)C1(O)CCNCC1,6.99
CCOC(=O)/C(=C(\N)C(Cl)(Cl)N(C(=O)C1(N)CCCC1)C1CCC(N)CC1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,3.24
NC1CC(N(C(=O)CC2CCCO2)c2ncc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2Cl)C1,11.2
CC1OCCN(C2CC(Nc3ccccc3CCNC(=O)Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)C2)C1C,7.16
CCC(O)C1(CNc2ccncc2-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CCOC1,6.93
CCC(CC(O)c1ccc(C)cc1)Nc1ccc(F)c(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1F,12.89
Cc1ccc(C)c(C(O)CCCNc2ccc(NC(=O)OC(C)(C)C)cc2C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,6.52
COc1ccc(N(CC(C)CN)c2nccn(C)c2=O)cc1NC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.83
COc1c(Br)cc(NCCCCn2cc(CC(F)(F)F)cn2)cc1CCn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.28
CCc1cc(CC)n(CC2(CCNc3cc(Cl)ncc3Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)CC2)n1,7.55
OCC(c1nnnn1CCc1cc(Br)cc(NCC2(C(O)c3ccccc3O)CC2)c1)N1CCc2cccc(Cl)c2C1,10.35
CC1CCN(CCCNc2cc(Cl)cc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)C1,8.63
CC(c1ccc(OC(F)(F)F)c(NC(CCO)COCc2ccccc2)c1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.65
CC(CCN(C)Cc1ccsc1)Nc1ccc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(C(F)(F)F)c1,8.73
OCC(c1nnnn1Cc1c[nH]c2cc(Nc3cnc(NC4CCC(O)CC4)s3)ccc12)N1CCc2cccc(Cl)c2C1,8.25
CC(C#N)N(C)CC(C)(C)CNc1cc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(Br)cn1,11.47
COc1cccc(NCCCC2CCCN2C(C)=O)c1C(C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.06
CCN(C)C(=O)CN1CCC(CNc2ccc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cn2)C(C)C1,8.92
CC(O)CC(CNc1ncnc2[nH]cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c12)C1CCCCCC1,10.9
Cc1ccc(C(CNc2cc(NC(=O)Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccc2N)CC(C)O)cc1C,8.93
NC1CCC(N(c2cc(Br)c(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(Br)c2)c2ncns2)CC1,12.36
COc1cc(NCC(CC(C)O)c2cccc(OC(C)C)c2)ccc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,11.22
CCCC1CCC(CNc2ccc(I)c(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)(C(C)O)CC1,13.0
CC(CCN1CCCOC(C)C1)Nc1cc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1Br,18.66
CC(c1cc(Br)ccc1N1CCCC(Nc2ncc(N)cc2C#N)C1=O)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,11.92
Cc1ccc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(NCC2(C)CCCNC2)n1,11.12
CCCN1CCC(Nc2ccc(Br)cc2C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)C12COC2,11.16
CC(N)CCN(c1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1OC(F)(F)F)C1CC1(C)C,11.23
N#CCN1CCC(Nc2cc(NC(=O)Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccc2Cl)C1,7.49
CC(CN)C(O)c1cccnc1Nc1cc(Cl)c(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(Cl)c1,9.89
COc1cc(NC2CCN(c3nccs3)C2(C)C)cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,7.98
CC1CCN1CC1CC(Nc2cccc(C(C)n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2F)C1,11.89
O=c1[nH]c(=O)n(CCCNc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccn2)cc1F,10.42
Cc1ccc(S(=O)(=O)C(c2ccc(Cl)cc2NCC2(NCCN(C)C)CCCN(C)CC2)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,6.99
CCC(CC)N1CC(CNc2cccc(NC(=O)Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2Cl)C1,10.12
CN(C)CCN(c1cccc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1Cl)C1CCCCC1CN,10.35
Cc1ccc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(N(CC(F)F)C2CCCCC2CN)n1,15.79
Cc1cc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cnc1NC(CO)(CN1CCCCC1)C1CC1,9.13
CC(CCNc1n[nH]c(=O)[nH]c1=O)Nc1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,10.33
Cc1ccc(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1NCC1CCN(C2CCCC2O)CC1,7.07
CC(c1c(F)cccc1NC(C)(CCO)CCF)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,14.98
Cc1ccc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(NCC2(c3oc4ccccc4c3C)CC(O)C2)c1,13.68
CCN(CC(C)CNc1cc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1C)C(=O)OC,11.06
OCC(c1nnnn1Cc1c(Cl)cc(Cl)cc1NC1CCC(NCCC2CC2)CC1)N1CCc2cccc(Cl)c2C1,10.97
CCC(CCN)CN(c1cccc(OC)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)c1ncccc1OC,8.75
CC(c1c[nH]c2ncnc(Nc3cccc(CN4CCC(CO)C4)n3)c12)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,11.02
NC1CCCC(N(C=O)c2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)ccn2)C1,8.48
OCC(c1nnnn1CCc1ccc(OC(F)(F)F)c(NC2CN3CCC2CC3)c1)N1CCc2cccc(Cl)c2C1,12.62
CC(C)N1CCC(CN(c2cc(C(F)(F)F)cnc2NCCNC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c2ncccc2N)C1,9.87
COc1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c(NCC2CNCC(C3CCOCC3)C2)c1OC,10.16
O=C1C(Nc2cnccc2Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CCN1CCC(F)F,11.42
CC1CCCN1CCC(C)(C)CNc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,12.89
CCN(CC(CO)Nc1ccccc1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)c1ccccc1,11.05
CCCC(CCN1CCC(C)(C)C1)Nc1cc(N)ccc1NC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,7.51
CC(c1ccccc1NC1(c2ccccc2N(C)C)CCC(O)CC1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,13.61
CC1CCC(Nc2ccc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2C(F)(F)F)C(c2ccc(CN)cc2)N1,10.31
CC1CCC(O)(C2(CNc3cc(Cn4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)ccc3Cl)CC2)C1,11.64
COc1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccc1NCC(C)(CO)c1ccc(F)c(C)c1,12.59
Cc1nn(C)c(NCCCCN2C(C)CCCC2C)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.25
CC(CNc1cccc(Br)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)CN1C(=O)COCC1=O,11.3
CC(C)OCCN1CCC(Nc2ccc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c(Cl)c2)C1,11.4
CC(C)N(C(=O)CCN1CCC(CN)CC1)c1cc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc2c1OCO2,8.65
Cc1ccc(C(O)C(C)(C)CNc2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc(C(F)(F)F)c2)nc1,10.93
CC(c1ccccc1F)N1CCC(CNc2ccc(O)c(NC(=O)Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)CC1,8.22
CC#CCCC1(CNc2cc(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cnc2Cl)CCCC1O,9.6
Cc1cocc1C(C)(O)CCNc1ccc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,7.82
Cc1cc(N(CC(N)C(C)O)c2cc(CCn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc(C)n2)ccn1,8.17
CC(CNCc1ccccc1)CNc1ccc(NC(=O)OC(C)(C)C)c(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,11.21
CN(c1ncnc2[nH]cc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c12)C1(CN)CCCN(Cc2ccccc2)C1,7.16
Cc1cc(N)cc(N(CC(C)CCO)c2cc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc3c2OCCCO3)c1,12.4
CCn1cc(C2CCC(N)C(C)N2c2ccc(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2F)cn1,11.0
CCCN(C(CC)CC)C1CCC(Nc2nc3ccccc3cc2C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CC1,10.28
OCC(c1nnnn1-c1cc(NC23CC4CC(CC(CO)(C4)C2)C3)ccc1OC(F)(F)F)N1CCc2cccc(Cl)c2C1,14.21
CCC1CN(CCOC)CCC1CNc1cc(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)ccn1,10.88
Cc1nn(C)c(NC2CC(n3cc[nH]c3=O)C2)c1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.3
CCN(CC(=O)N(C)C)CC1(CCNc2ccc(CC(C(=O)OC)n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2)CC1,9.5
CC(C)N1CCC(CNc2ccnc(Nc3cc(Cl)cc(C(C)n4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)c3)n2)C1,8.54
CC(CCN)CCC(=O)N(CC1CC(O)C1)c1ccc(F)c(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1F,10.51
CC(c1sccc1NC1CC2C1CCN2C(=O)OC(C)(C)C)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.51
CC1CCCC1(CNc1ccc(O)c(NC(=O)Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1)C1CCC1O,9.07
CC(C(=S)Nc1cc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cnc1Cl)N1CCCC(C)(O)C1,11.42
COc1ccccc1N(C)C1CCC(Nc2nc3ccccc3cc2CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)CC1,11.66
CC(C)CN1CCC(O)(C2(Nc3cc(Cn4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)ccc3F)CNC2)CC1,9.85
CN(C1CCC1O)C1(CNc2ccc(Cn3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cn2)CCC1,12.47
CN(CCC1(N)CCCCC1)c1ccc(CCn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cn1,7.72
CC(C)(F)C(O)CCNc1ncc(Br)cc1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,10.18
COc1cc(Nc2cc(N3CCCC3CCCO)nc(C)n2)c(OC)cc1NC(=O)Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.07
COc1ccc(C2(O)CCC(Nc3cc(C(C)n4nnnc4C(CO)N4CCc5cccc(Cl)c5C4)ccc3OC(F)F)CC2)cc1,12.99
OCC1CCN(c2ccc(Nc3cc(Br)ccc3-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)cc2F)CC1,14.67
OCC(c1nnnn1-c1cc(Cl)nc(NC2CCOC2C(O)C2CCCC2)n1)N1CCc2cccc(Cl)c2C1,11.37
COc1cc(OC)c(-n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1NCC1(C2CCOC2)CC(O)C1,10.79
CCS(=O)(=O)N(c1cccc(Br)c1-n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)C1CCC(N)C1,9.8
O=C(NCCCCNc1ccc(Cn2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)s1)c1ccc(Cl)nc1,6.71
CCS(=O)N(c1cc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc2c1OCCCO2)C1CC(N)C1(C)C,12.2
C=CCC(=O)NC1CCC(Nc2ccc(Br)c(-n3nnnc3C(CO)N3CCc4cccc(Cl)c4C3)c2)CC1,11.46
CC(c1cccnc1NCC1CCN(c2ccncc2)CC1)n1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,8.59
Cc1ccc(S(=O)(=O)C(c2cccc(N3CCC4(CN)CCCCC34)c2)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)cc1,10.31
CC(O)CCNC(=O)C(C)Nc1csc(C(C)n2nnnc2C(CO)N2CCc3cccc(Cl)c3C2)c1,9.1
COc1nccc(NC2(C)CCN(C)C(C)C2)c1Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1,11.8
O=C(Cn1nnnc1C(CO)N1CCc2cccc(Cl)c2C1)Nc1ccc(NC(CC2CCCCC2O)C(=O)O)cn1,7.08
